Planet Name,Star Name,Orbital Period [days],
Kepler-1754 b,Kepler-1754,8.19594955,
Kepler-1755 b,Kepler-1755,24.81209946,
Kepler-1756 b,Kepler-1756,2.35575008,
Kepler-1757 b,Kepler-1757,19.65640068,
Kepler-1758 b,Kepler-1758,9.97721005,
Kepler-1759 b,Kepler-1759,3.7202301,
Kepler-176 b,Kepler-176,5.433074,
Kepler-176 c,Kepler-176,12.759712,
Kepler-176 d,Kepler-176,25.751974,
Kepler-176 e,Kepler-176,51.16579,
Kepler-1760 b,Kepler-1760,38.3260994,
Kepler-1761 b,Kepler-1761,4.04354,
Kepler-1762 b,Kepler-1762,29.53910065,
Kepler-1763 b,Kepler-1763,1.48028004,
Kepler-1764 b,Kepler-1764,70.46829987,
Kepler-1765 b,Kepler-1765,10.41889954,
Kepler-1766 b,Kepler-1766,105.0149994,
Kepler-1767 b,Kepler-1767,59.65829849,
Kepler-1768 b,Kepler-1768,15.13589954,
Kepler-1769 b,Kepler-1769,89.1934967,
Kepler-177 b,Kepler-177,36.8601,
Kepler-177 c,Kepler-177,49.40926,
Kepler-1770 b,Kepler-1770,16.84189987,
Kepler-1771 b,Kepler-1771,88.64399719,
Kepler-1772 b,Kepler-1772,3.21509004,
Kepler-1773 b,Kepler-1773,40.80970001,
Kepler-1774 b,Kepler-1774,59.77080154,
Kepler-1775 b,Kepler-1775,85.65399933,
Kepler-1776 b,Kepler-1776,35.01190186,
Kepler-1777 b,Kepler-1777,12.18420029,
Kepler-1778 b,Kepler-1778,10.08740044,
Kepler-1779 b,Kepler-1779,16.34359932,
Kepler-178 b,Kepler-178,9.576694,
Kepler-178 c,Kepler-178,20.552802,
Kepler-178 d,Kepler-178,96.678988,
Kepler-1780 b,Kepler-1780,109.4449997,
Kepler-1781 b,Kepler-1781,4.88752985,
Kepler-1782 b,Kepler-1782,5.75622988,
Kepler-1783 b,Kepler-1783,8.27744007,
Kepler-1784 b,Kepler-1784,13.59049988,
Kepler-1785 b,Kepler-1785,19.58550072,
Kepler-1786 b,Kepler-1786,78.5460968,
Kepler-1787 b,Kepler-1787,39.31370163,
Kepler-1788 b,Kepler-1788,2.80012012,
Kepler-1789 b,Kepler-1789,80.23190308,
Kepler-179 b,Kepler-179,2.735926,
Kepler-179 c,Kepler-179,6.40013,
Kepler-1790 b,Kepler-1790,31.58889961,
Kepler-1791 b,Kepler-1791,7.72086,
Kepler-1792 b,Kepler-1792,4.1957798,
Kepler-1793 b,Kepler-1793,8.77999973,
Kepler-1794 b,Kepler-1794,9.76298046,
Kepler-1795 b,Kepler-1795,13.36019993,
Kepler-1796 b,Kepler-1796,29.4557991,
Kepler-1797 b,Kepler-1797,23.3593998,
Kepler-1798 b,Kepler-1798,16.85589981,
Kepler-1799 b,Kepler-1799,11.9296999,
Kepler-18 b,Kepler-18,3.504725,
Kepler-18 c,Kepler-18,7.64159,
Kepler-18 d,Kepler-18,14.85888,
Kepler-180 b,Kepler-180,13.817124,
Kepler-180 c,Kepler-180,41.885775,
Kepler-1800 b,Kepler-1800,4.56202984,
Kepler-1801 b,Kepler-1801,10.44089985,
Kepler-1801 c,Kepler-1801,116.583183,
Kepler-1802 b,Kepler-1802,15.45020008,
Kepler-1802 c,Kepler-1802,33.13610077,
Kepler-1804 b,Kepler-1804,12.28849983,
Kepler-1805 b,Kepler-1805,8.84794044,
Kepler-1806 b,Kepler-1806,9.03332043,
Kepler-1807 b,Kepler-1807,10.86060047,
Kepler-1808 b,Kepler-1808,23.3404007,
Kepler-1809 b,Kepler-1809,3.7572999,
Kepler-181 b,Kepler-181,3.137873,
Kepler-181 c,Kepler-181,4.302149,
Kepler-1810 b,Kepler-1810,101.1330032,
Kepler-1811 b,Kepler-1811,76.42230225,
Kepler-1812 b,Kepler-1812,7.16521978,
Kepler-1813 b,Kepler-1813,2.81816006,
Kepler-1814 b,Kepler-1814,2.93535996,
Kepler-1814 c,Kepler-1814,0.62628177,
Kepler-1815 b,Kepler-1815,12.19139957,
Kepler-1816 b,Kepler-1816,91.50099945,
Kepler-1817 b,Kepler-1817,44.29919815,
Kepler-1818 b,Kepler-1818,4.64490986,
Kepler-1819 b,Kepler-1819,16.48690033,
Kepler-182 b,Kepler-182,9.825792,
Kepler-182 c,Kepler-182,20.684342,
Kepler-1820 b,Kepler-1820,31.03249931,
Kepler-1821 b,Kepler-1821,16.45809937,
Kepler-1822 b,Kepler-1822,22.13339996,
Kepler-1823 b,Kepler-1823,21.10339928,
Kepler-1824 b,Kepler-1824,95.61100006,
Kepler-1825 b,Kepler-1825,1.02586997,
Kepler-1826 b,Kepler-1826,1.61536002,
Kepler-1827 b,Kepler-1827,3.70061994,
Kepler-1828 b,Kepler-1828,10.2737999,
Kepler-1829 b,Kepler-1829,5.18671989,
Kepler-183 b,Kepler-183,5.687945,
Kepler-183 c,Kepler-183,11.637071,
Kepler-1830 b,Kepler-1830,56.49330139,
Kepler-1831 b,Kepler-1831,5.78387022,
Kepler-1832 b,Kepler-1832,3.13878989,
Kepler-1833 b,Kepler-1833,6.8921299,
Kepler-1834 b,Kepler-1834,4.60301018,
Kepler-1834 c,Kepler-1834,0.76669152,
Kepler-1835 b,Kepler-1835,11.96409988,
Kepler-1836 b,Kepler-1836,5.25416994,
Kepler-1837 b,Kepler-1837,5.90608978,
Kepler-1838 b,Kepler-1838,12.14680004,
Kepler-1839 b,Kepler-1839,5.05675983,
Kepler-184 b,Kepler-184,10.687576,
Kepler-184 c,Kepler-184,20.303005,
Kepler-184 d,Kepler-184,29.022358,
Kepler-1840 b,Kepler-1840,131.1900024,
Kepler-1841 b,Kepler-1841,25.88599968,
Kepler-1842 b,Kepler-1842,14.02639961,
Kepler-1843 b,Kepler-1843,25.54339981,
Kepler-1844 b,Kepler-1844,3.92451,
Kepler-1845 b,Kepler-1845,11.60649967,
Kepler-1846 b,Kepler-1846,14.82009983,
Kepler-1847 b,Kepler-1847,11.12969971,
Kepler-1848 b,Kepler-1848,5.60402012,
Kepler-1849 b,Kepler-1849,57.29290009,
Kepler-185 b,Kepler-185,1.6329,
Kepler-185 c,Kepler-185,20.729042,
Kepler-1850 b,Kepler-1850,1.3858,
Kepler-1851 b,Kepler-1851,12.02289963,
Kepler-1852 b,Kepler-1852,7.97094011,
Kepler-1853 b,Kepler-1853,48.88819885,
Kepler-1854 b,Kepler-1854,39.83110046,
Kepler-1855 b,Kepler-1855,0.72733098,
Kepler-1856 b,Kepler-1856,1.30200005,
Kepler-1857 b,Kepler-1857,8.94340992,
Kepler-1858 b,Kepler-1858,88.07160187,
Kepler-1859 b,Kepler-1859,2.72959995,
Kepler-1859 c,Kepler-1859,3.59645081,
Kepler-186 b,Kepler-186,3.8867907,
Kepler-186 c,Kepler-186,7.267302,
Kepler-186 d,Kepler-186,13.342996,
Kepler-186 e,Kepler-186,22.407704,
Kepler-186 f,Kepler-186,129.9441,
Kepler-1860 b,Kepler-1860,12.73719978,
Kepler-1861 b,Kepler-1861,40.0306015,
Kepler-1862 b,Kepler-1862,16.05730057,
Kepler-1863 b,Kepler-1863,44.99760056,
Kepler-1864 b,Kepler-1864,3.88151002,
Kepler-1865 b,Kepler-1865,2.52400994,
Kepler-1866 b,Kepler-1866,11.66009998,
Kepler-1867 b,Kepler-1867,9.88735962,
Kepler-1868 b,Kepler-1868,211.0339966,
Kepler-1869 b,Kepler-1869,8.16736031,
Kepler-1869 c,Kepler-1869,1.7168283,
Kepler-187 b,Kepler-187,4.938864,
Kepler-187 c,Kepler-187,10.640263,
Kepler-1870 b,Kepler-1870,3.60694003,
Kepler-1871 b,Kepler-1871,1.95270002,
Kepler-1872 b,Kepler-1872,3.82591009,
Kepler-1873 b,Kepler-1873,0.558842,
Kepler-1874 b,Kepler-1874,56.57320023,
Kepler-1875 b,Kepler-1875,34.45859909,
Kepler-1876 b,Kepler-1876,6.99205,
Kepler-1877 b,Kepler-1877,2.37756991,
Kepler-1878 b,Kepler-1878,4.44587994,
Kepler-1879 b,Kepler-1879,10.61340046,
Kepler-188 b,Kepler-188,2.061897,
Kepler-188 c,Kepler-188,5.996553,
Kepler-1880 b,Kepler-1880,6.30921984,
Kepler-1881 b,Kepler-1881,159.3939972,
Kepler-1882 b,Kepler-1882,13.78730011,
Kepler-1883 b,Kepler-1883,103.427002,
Kepler-1884 b,Kepler-1884,8.98832035,
Kepler-1885 b,Kepler-1885,2.52255988,
Kepler-1886 b,Kepler-1886,24.2758007,
Kepler-1887 b,Kepler-1887,19.94750023,
Kepler-1888 b,Kepler-1888,11.39169979,
Kepler-1889 b,Kepler-1889,37.30369949,
Kepler-189 b,Kepler-189,10.399931,
Kepler-189 c,Kepler-189,20.134866,
Kepler-1890 b,Kepler-1890,4.82059002,
Kepler-1891 b,Kepler-1891,4.02229023,
Kepler-1892 b,Kepler-1892,6.33123016,
Kepler-1893 b,Kepler-1893,4.17936993,
Kepler-1894 b,Kepler-1894,2.76266003,
Kepler-1894 c,Kepler-1894,5.05368985,
Kepler-1895 b,Kepler-1895,6.07029009,
Kepler-1896 b,Kepler-1896,44.87020111,
Kepler-1897 b,Kepler-1897,24.22030067,
Kepler-1898 b,Kepler-1898,4.76562023,
Kepler-1899 b,Kepler-1899,4.0957799,
Kepler-19 b,Kepler-19,9.28699,
Kepler-19 c,Kepler-19,28.731,
Kepler-19 d,Kepler-19,62.95,
Kepler-190 b,Kepler-190,2.019999,
Kepler-190 c,Kepler-190,3.763024,
Kepler-1900 b,Kepler-1900,2.9862299,
Kepler-1901 b,Kepler-1901,3.48412991,
Kepler-1902 b,Kepler-1902,3.82222009,
Kepler-1903 b,Kepler-1903,17.0678997,
Kepler-1904 b,Kepler-1904,4.57702017,
Kepler-1905 b,Kepler-1905,3.42392993,
Kepler-1906 b,Kepler-1906,7.36268997,
Kepler-1907 b,Kepler-1907,5.65245009,
Kepler-1907 c,Kepler-1907,14.86390018,
Kepler-1909 b,Kepler-1909,2.39160991,
Kepler-191 b,Kepler-191,9.939632,
Kepler-191 c,Kepler-191,17.738506,
Kepler-191 d,Kepler-191,5.94504102,
Kepler-1910 b,Kepler-1910,5.68876982,
Kepler-1911 b,Kepler-1911,5.9907999,
Kepler-1912 b,Kepler-1912,6.05921984,
Kepler-1913 b,Kepler-1913,14.1960001,
Kepler-1914 b,Kepler-1914,30.82789993,
Kepler-1915 b,Kepler-1915,13.83539963,
Kepler-1916 b,Kepler-1916,31.25429916,
Kepler-1917 b,Kepler-1917,12.90240002,
Kepler-1918 b,Kepler-1918,47.0564003,
Kepler-1919 b,Kepler-1919,37.88660049,
Kepler-192 b,Kepler-192,9.926746,
Kepler-192 c,Kepler-192,21.2234,
Kepler-192 d,Kepler-192,6.47027579,
Kepler-1920 b,Kepler-1920,30.2541008,
Kepler-1921 b,Kepler-1921,20.03479958,
Kepler-1921 c,Kepler-1921,3.15722086,
Kepler-1922 b,Kepler-1922,13.22259998,
Kepler-1923 b,Kepler-1923,52.60969925,
Kepler-1924 b,Kepler-1924,15.33170033,
Kepler-1925 b,Kepler-1925,46.71640015,
Kepler-1926 b,Kepler-1926,42.87770081,
Kepler-1927 b,Kepler-1927,73.75039673,
Kepler-1928 b,Kepler-1928,19.57783,
Kepler-1929 b,Kepler-1929,59.36249924,
Kepler-193 b,Kepler-193,11.38848,
Kepler-193 c,Kepler-193,50.697494,
Kepler-1930 b,Kepler-1930,13.02680016,
Kepler-1931 b,Kepler-1931,38.5760994,
Kepler-1932 b,Kepler-1932,0.52417702,
Kepler-1933 b,Kepler-1933,4.94329023,
Kepler-1934 b,Kepler-1934,1.41975999,
Kepler-1935 b,Kepler-1935,3.95140004,
Kepler-1936 b,Kepler-1936,126.5569992,
Kepler-1937 b,Kepler-1937,9.68859959,
Kepler-1938 b,Kepler-1938,13.06260014,
Kepler-1939 b,Kepler-1939,2.7906599,
Kepler-194 b,Kepler-194,2.092281,
Kepler-194 c,Kepler-194,17.308032,
Kepler-194 d,Kepler-194,52.814973,
Kepler-1940 b,Kepler-1940,4.95061016,
Kepler-1941 b,Kepler-1941,31.33510017,
Kepler-1942 b,Kepler-1942,4.62604999,
Kepler-1943 b,Kepler-1943,4.85018015,
Kepler-1944 b,Kepler-1944,9.84257984,
Kepler-1945 b,Kepler-1945,6.08003998,
Kepler-1946 b,Kepler-1946,3.03519011,
Kepler-1947 b,Kepler-1947,6.9636302,
Kepler-1948 b,Kepler-1948,15.57129955,
Kepler-1949 b,Kepler-1949,2.20828009,
Kepler-195 b,Kepler-195,8.307872,
Kepler-195 c,Kepler-195,34.096863,
Kepler-1950 b,Kepler-1950,10.77690029,
Kepler-1951 b,Kepler-1951,20.65780067,
Kepler-1952 b,Kepler-1952,27.21080017,
Kepler-1953 b,Kepler-1953,6.24565983,
Kepler-1954 b,Kepler-1954,5.88343,
Kepler-1955 b,Kepler-1955,14.26519966,
Kepler-1956 b,Kepler-1956,5.94371986,
Kepler-1957 b,Kepler-1957,2.18662,
Kepler-1958 b,Kepler-1958,9.32861996,
Kepler-1959 b,Kepler-1959,6.38669014,
Kepler-196 b,Kepler-196,20.739886,
Kepler-196 c,Kepler-196,47.427737,
Kepler-196 d,Kepler-196,122.0800018,
Kepler-1960 b,Kepler-1960,2.29794002,
Kepler-1961 b,Kepler-1961,5.6047101,
Kepler-1962 b,Kepler-1962,7.99145985,
Kepler-1963 b,Kepler-1963,1.96226001,
Kepler-1964 b,Kepler-1964,2.44082999,
Kepler-1965 b,Kepler-1965,41.86869812,
Kepler-1966 b,Kepler-1966,8.61742973,
Kepler-1967 b,Kepler-1967,7.28169012,
Kepler-1968 b,Kepler-1968,7.2810998,
Kepler-1969 b,Kepler-1969,6.64752007,
Kepler-197 b,Kepler-197,5.599308,
Kepler-197 c,Kepler-197,10.349695,
Kepler-197 d,Kepler-197,15.677563,
Kepler-197 e,Kepler-197,25.209715,
Kepler-1972 b,Kepler-1972,7.54425,
Kepler-1972 c,Kepler-1972,11.3295,
Kepler-1976 b,Kepler-1976,4.95931924,
Kepler-1977 b,Kepler-1977,4.53702121,
Kepler-1978 b,Kepler-1978,10.84969477,
Kepler-1979 b,Kepler-1979,18.5084526,
Kepler-198 b,Kepler-198,17.790037,
Kepler-198 c,Kepler-198,49.567416,
Kepler-198 d,Kepler-198,1.31184443,
Kepler-1980 b,Kepler-1980,33.0257179,
Kepler-1981 b,Kepler-1981,453.54212,
Kepler-1982 b,Kepler-1982,3.82315697,
Kepler-1983 b,Kepler-1983,7.32851947,
Kepler-1984 b,Kepler-1984,1.99281234,
Kepler-1985 b,Kepler-1985,3.42064689,
Kepler-1986 b,Kepler-1986,19.5489666,
Kepler-1987 b,Kepler-1987,2.345863,
Kepler-1987 c,Kepler-1987,3.64830183,
Kepler-1987 d,Kepler-1987,5.64491415,
Kepler-1987 e,Kepler-1987,8.74292005,
Kepler-1988 b,Kepler-1988,11.49500229,
Kepler-1989 b,Kepler-1989,10.16102353,
Kepler-199 b,Kepler-199,23.637604,
Kepler-199 c,Kepler-199,67.093408,
Kepler-1990 b,Kepler-1990,1.73513619,
Kepler-1990 c,Kepler-1990,4.06844957,
Kepler-1991 b,Kepler-1991,13.26079792,
Kepler-1991 c,Kepler-1991,22.79020351,
Kepler-1992 b,Kepler-1992,15.6112238,
Kepler-1993 b,Kepler-1993,26.6565737,
Kepler-1994 b,Kepler-1994,4.61225043,
Kepler-1995 b,Kepler-1995,73.7578875,
Kepler-1996 b,Kepler-1996,32.376183,
Kepler-1996 c,Kepler-1996,92.7297248,
Kepler-1997 b,Kepler-1997,26.7575866,
Kepler-1998 b,Kepler-1998,3.03267135,
Kepler-1999 b,Kepler-1999,8.7396758,
Kepler-20 b,Kepler-20,3.6961049,
Kepler-20 c,Kepler-20,10.8540774,
Kepler-20 d,Kepler-20,77.611455,
Kepler-20 e,Kepler-20,6.0984882,
Kepler-20 f,Kepler-20,19.578328,
Kepler-20 g,Kepler-20,34.94,
Kepler-200 b,Kepler-200,8.594805,
Kepler-200 c,Kepler-200,10.222157,
Kepler-2000 b,Kepler-2000,6.38315913,
Kepler-2000 c,Kepler-2000,20.6180348,
Kepler-2001 b,Kepler-2001,1.090011,
Kepler-2001 c,Kepler-2001,14.09258319,
Kepler-201 b,Kepler-201,25.672083,
Kepler-201 c,Kepler-201,151.884058,
Kepler-202 b,Kepler-202,4.069427,
Kepler-202 c,Kepler-202,16.282493,
Kepler-203 b,Kepler-203,3.162697,
Kepler-203 c,Kepler-203,5.370647,
Kepler-203 d,Kepler-203,11.32972,
Kepler-204 b,Kepler-204,14.400974,
Kepler-204 c,Kepler-204,25.660593,
Kepler-205 b,Kepler-205,2.75564,
Kepler-205 c,Kepler-205,20.306546,
Kepler-206 b,Kepler-206,7.781987,
Kepler-206 c,Kepler-206,13.137471,
Kepler-206 d,Kepler-206,23.44281,
Kepler-207 b,Kepler-207,1.611865,
Kepler-207 c,Kepler-207,3.071571,
Kepler-207 d,Kepler-207,5.868075,
Kepler-208 b,Kepler-208,4.22864,
Kepler-208 c,Kepler-208,7.466623,
Kepler-208 d,Kepler-208,11.131786,
Kepler-208 e,Kepler-208,16.259458,
Kepler-209 b,Kepler-209,16.087845,
Kepler-209 c,Kepler-209,41.749882,
Kepler-21 b,Kepler-21,2.7858212,
Kepler-210 b,Kepler-210,2.453234,
Kepler-210 c,Kepler-210,7.972513,
Kepler-211 b,Kepler-211,4.138575,
Kepler-211 c,Kepler-211,6.04045,
Kepler-212 b,Kepler-212,16.257582,
Kepler-212 c,Kepler-212,31.805174,
Kepler-213 b,Kepler-213,2.46236,
Kepler-213 c,Kepler-213,4.822962,
Kepler-214 b,Kepler-214,15.660544,
Kepler-214 c,Kepler-214,28.7798,
Kepler-215 b,Kepler-215,9.360672,
Kepler-215 c,Kepler-215,14.667108,
Kepler-215 d,Kepler-215,30.864423,
Kepler-215 e,Kepler-215,68.16101,
Kepler-216 b,Kepler-216,7.693641,
Kepler-216 c,Kepler-216,17.406669,
Kepler-217 b,Kepler-217,5.374943,
Kepler-217 c,Kepler-217,8.586004,
Kepler-217 d,Kepler-217,3.88689525,
Kepler-218 b,Kepler-218,3.619337,
Kepler-218 c,Kepler-218,44.699576,
Kepler-218 d,Kepler-218,124.5244647,
Kepler-219 b,Kepler-219,4.585512,
Kepler-219 c,Kepler-219,22.714613,
Kepler-219 d,Kepler-219,47.903645,
Kepler-22 b,Kepler-22,289.863876,
Kepler-220 b,Kepler-220,4.159807,
Kepler-220 c,Kepler-220,9.034199,
Kepler-220 d,Kepler-220,28.122397,
Kepler-220 e,Kepler-220,45.902733,
Kepler-221 b,Kepler-221,2.795906,
Kepler-221 c,Kepler-221,5.690586,
Kepler-221 d,Kepler-221,10.04156,
Kepler-221 e,Kepler-221,18.369917,
Kepler-222 b,Kepler-222,3.936981,
Kepler-222 c,Kepler-222,10.08881,
Kepler-222 d,Kepler-222,28.081912,
Kepler-223 b,Kepler-223,7.38449,
Kepler-223 c,Kepler-223,9.84564,
Kepler-223 d,Kepler-223,14.78869,
Kepler-223 e,Kepler-223,19.72567,
Kepler-224 b,Kepler-224,3.132924,
Kepler-224 c,Kepler-224,5.925003,
Kepler-224 d,Kepler-224,11.349393,
Kepler-224 e,Kepler-224,18.643577,
Kepler-225 b,Kepler-225,6.738975,
Kepler-225 c,Kepler-225,18.794234,
Kepler-226 b,Kepler-226,3.940997,
Kepler-226 c,Kepler-226,5.349555,
Kepler-226 d,Kepler-226,8.109044,
Kepler-227 b,Kepler-227,9.488015,
Kepler-227 c,Kepler-227,54.418694,
Kepler-228 b,Kepler-228,2.566546,
Kepler-228 c,Kepler-228,4.134444,
Kepler-228 d,Kepler-228,11.094286,
Kepler-229 b,Kepler-229,6.252972,
Kepler-229 c,Kepler-229,16.068638,
Kepler-229 d,Kepler-229,41.194912,
Kepler-23 b,Kepler-23,7.1,
Kepler-23 c,Kepler-23,10.74,
Kepler-23 d,Kepler-23,15.27,
Kepler-230 b,Kepler-230,32.625555,
Kepler-230 c,Kepler-230,91.773242,
Kepler-231 b,Kepler-231,10.065275,
Kepler-231 c,Kepler-231,19.271566,
Kepler-232 b,Kepler-232,4.431222,
Kepler-232 c,Kepler-232,11.379349,
Kepler-233 b,Kepler-233,8.472382,
Kepler-233 c,Kepler-233,60.418955,
Kepler-234 b,Kepler-234,2.711506,
Kepler-234 c,Kepler-234,7.21205,
Kepler-235 b,Kepler-235,3.340222,
Kepler-235 c,Kepler-235,7.824904,
Kepler-235 d,Kepler-235,20.060548,
Kepler-235 e,Kepler-235,46.183669,
Kepler-236 b,Kepler-236,8.295611,
Kepler-236 c,Kepler-236,23.968127,
Kepler-237 b,Kepler-237,4.715106,
Kepler-237 c,Kepler-237,8.103636,
Kepler-238 b,Kepler-238,2.090876,
Kepler-238 c,Kepler-238,6.155557,
Kepler-238 d,Kepler-238,13.233549,
Kepler-238 e,Kepler-238,23.654,
Kepler-238 f,Kepler-238,50.447,
Kepler-239 b,Kepler-239,11.763051,
Kepler-239 c,Kepler-239,56.228098,
Kepler-24 b,Kepler-24,8.14,
Kepler-24 c,Kepler-24,12.33,
Kepler-24 d,Kepler-24,4.244384,
Kepler-24 e,Kepler-24,18.998355,
Kepler-240 b,Kepler-240,4.144495,
Kepler-240 c,Kepler-240,7.953528,
Kepler-241 b,Kepler-241,12.718092,
Kepler-241 c,Kepler-241,36.065978,
Kepler-242 b,Kepler-242,8.20395,
Kepler-242 c,Kepler-242,14.496481,
Kepler-243 b,Kepler-243,5.715442,
Kepler-243 c,Kepler-243,20.026218,
Kepler-244 b,Kepler-244,4.311792,
Kepler-244 c,Kepler-244,9.767292,
Kepler-244 d,Kepler-244,20.050401,
Kepler-245 b,Kepler-245,7.49019,
Kepler-245 c,Kepler-245,17.460812,
Kepler-245 d,Kepler-245,36.277108,
Kepler-245 e,Kepler-245,3.21982106,
Kepler-246 b,Kepler-246,4.60182,
Kepler-246 c,Kepler-246,11.187161,
Kepler-247 b,Kepler-247,3.33616,
Kepler-247 c,Kepler-247,9.439452,
Kepler-247 d,Kepler-247,20.477912,
Kepler-248 b,Kepler-248,6.308205,
Kepler-248 c,Kepler-248,16.239494,
Kepler-249 b,Kepler-249,3.306539,
Kepler-249 c,Kepler-249,7.113702,
Kepler-249 d,Kepler-249,15.368459,
Kepler-25 b,Kepler-25,6.238297,
Kepler-25 c,Kepler-25,12.7207,
Kepler-25 d,Kepler-25,122.4,
Kepler-250 b,Kepler-250,4.148141,
Kepler-250 c,Kepler-250,7.156804,
Kepler-250 d,Kepler-250,17.648312,
Kepler-251 b,Kepler-251,4.790936,
Kepler-251 c,Kepler-251,16.514043,
Kepler-251 d,Kepler-251,30.133001,
Kepler-251 e,Kepler-251,99.640161,
Kepler-252 b,Kepler-252,6.668391,
Kepler-252 c,Kepler-252,10.848463,
Kepler-253 b,Kepler-253,3.783986,
Kepler-253 c,Kepler-253,10.281951,
Kepler-253 d,Kepler-253,18.119869,
Kepler-254 b,Kepler-254,5.826662,
Kepler-254 c,Kepler-254,12.412183,
Kepler-254 d,Kepler-254,18.746477,
Kepler-255 b,Kepler-255,5.714606,
Kepler-255 c,Kepler-255,9.946047,
Kepler-255 d,Kepler-255,1.04562266,
Kepler-256 b,Kepler-256,1.620493,
Kepler-256 c,Kepler-256,3.38802,
Kepler-256 d,Kepler-256,5.839172,
Kepler-256 e,Kepler-256,10.681572,
Kepler-257 b,Kepler-257,2.382667,
Kepler-257 c,Kepler-257,6.581484,
Kepler-257 d,Kepler-257,24.664551,
Kepler-258 b,Kepler-258,13.19722,
Kepler-258 c,Kepler-258,33.653079,
Kepler-259 b,Kepler-259,8.115317,
Kepler-259 c,Kepler-259,36.924931,
Kepler-26 b,Kepler-26,12.28,
Kepler-26 c,Kepler-26,17.2559,
Kepler-26 d,Kepler-26,3.543919,
Kepler-26 e,Kepler-26,46.827915,
Kepler-260 b,Kepler-260,8.187399,
Kepler-260 c,Kepler-260,76.050178,
Kepler-261 b,Kepler-261,10.381227,
Kepler-261 c,Kepler-261,24.570858,
Kepler-262 b,Kepler-262,13.060855,
Kepler-262 c,Kepler-262,21.853722,
Kepler-263 b,Kepler-263,16.568087,
Kepler-263 c,Kepler-263,47.332773,
Kepler-264 b,Kepler-264,40.806231,
Kepler-264 c,Kepler-264,140.101261,
Kepler-265 b,Kepler-265,6.846262,
Kepler-265 c,Kepler-265,17.028937,
Kepler-265 d,Kepler-265,43.130617,
Kepler-265 e,Kepler-265,67.831024,
Kepler-266 b,Kepler-266,6.61833,
Kepler-266 c,Kepler-266,107.723601,
Kepler-267 b,Kepler-267,3.353728,
Kepler-267 c,Kepler-267,6.87745,
Kepler-267 d,Kepler-267,28.464515,
Kepler-268 b,Kepler-268,25.934138,
Kepler-268 c,Kepler-268,83.446393,
Kepler-269 b,Kepler-269,5.326718,
Kepler-269 c,Kepler-269,8.127899,
Kepler-27 b,Kepler-27,15.3348,
Kepler-27 c,Kepler-27,31.3309,
Kepler-27 d,Kepler-27,6.54628992,
Kepler-270 b,Kepler-270,11.476094,
Kepler-270 c,Kepler-270,25.262887,
Kepler-271 b,Kepler-271,10.43547805,
Kepler-271 c,Kepler-271,7.41086267,
Kepler-271 d,Kepler-271,5.24972541,
Kepler-272 b,Kepler-272,2.971353,
Kepler-272 c,Kepler-272,6.057342,
Kepler-272 d,Kepler-272,10.937304,
Kepler-273 b,Kepler-273,2.936532,
Kepler-273 c,Kepler-273,8.014927,
Kepler-274 b,Kepler-274,11.634788,
Kepler-274 c,Kepler-274,33.197861,
Kepler-275 b,Kepler-275,10.300682,
Kepler-275 c,Kepler-275,16.088134,
Kepler-275 d,Kepler-275,35.676062,
Kepler-276 b,Kepler-276,14.12841,
Kepler-276 c,Kepler-276,31.884,
Kepler-276 d,Kepler-276,48.648,
Kepler-277 b,Kepler-277,17.324,
Kepler-277 c,Kepler-277,33.006,
Kepler-278 b,Kepler-278,30.160546,
Kepler-278 c,Kepler-278,51.078775,
Kepler-279 b,Kepler-279,12.309681,
Kepler-279 c,Kepler-279,35.736,
Kepler-279 d,Kepler-279,54.414,
Kepler-28 b,Kepler-28,5.91,
Kepler-28 c,Kepler-28,8.99,
Kepler-280 b,Kepler-280,2.139542,
Kepler-280 c,Kepler-280,4.807091,
Kepler-281 b,Kepler-281,14.646008,
Kepler-281 c,Kepler-281,36.337373,
Kepler-281 d,Kepler-281,148.2720032,
Kepler-282 b,Kepler-282,9.220524,
Kepler-282 c,Kepler-282,13.638723,
Kepler-282 d,Kepler-282,24.806,
Kepler-282 e,Kepler-282,44.347,
Kepler-283 b,Kepler-283,11.008151,
Kepler-283 c,Kepler-283,92.743711,
Kepler-284 b,Kepler-284,12.699149,
Kepler-284 c,Kepler-284,37.514456,
Kepler-285 b,Kepler-285,2.633867,
Kepler-285 c,Kepler-285,6.186676,
Kepler-286 b,Kepler-286,1.796302,
Kepler-286 c,Kepler-286,3.468095,
Kepler-286 d,Kepler-286,5.914323,
Kepler-286 e,Kepler-286,29.221289,
Kepler-287 b,Kepler-287,20.342199,
Kepler-287 c,Kepler-287,44.851896,
Kepler-288 b,Kepler-288,6.097326,
Kepler-288 c,Kepler-288,19.305772,
Kepler-288 d,Kepler-288,56.633742,
Kepler-289 b,Kepler-289,34.5383,
Kepler-289 c,Kepler-289,125.8723,
Kepler-289 d,Kepler-289,66.0282,
Kepler-29 b,Kepler-29,10.33974,
Kepler-29 c,Kepler-29,13.28613,
Kepler-290 b,Kepler-290,14.589347,
Kepler-290 c,Kepler-290,36.77031,
Kepler-290 d,Kepler-290,0.76401755,
Kepler-291 b,Kepler-291,3.546511,
Kepler-291 c,Kepler-291,5.700786,
Kepler-292 b,Kepler-292,2.580827,
Kepler-292 c,Kepler-292,3.715335,
Kepler-292 d,Kepler-292,7.055679,
Kepler-292 e,Kepler-292,11.97901,
